feature,raw,normalized,category,abs_norm
poly_ma_20,0.0006378173055398179,0.0006378173055398179,ma,0.0006378173055398179
poly_return_5d ma_20,-0.0006296228929468066,-0.0006296228929468066,ma,0.0006296228929468066
poly_macd,0.0006087624196705055,0.0006087624196705055,other,0.0006087624196705055
scaled_price_over_ma_100,-0.0005877277691380138,-0.0005877277691380138,ma,0.0005877277691380138
poly_rsi_14,-0.0005664843317573806,-0.0005664843317573806,other,0.0005664843317573806
lag_return_3d,0.0005313186985697637,0.0005313186985697637,other,0.0005313186985697637
rsi_14,-0.0005225036107690381,-0.0005225036107690381,other,0.0005225036107690381
log_return_3d,-0.0004956044578997525,-0.0004956044578997525,other,0.0004956044578997525
momentum_20d,0.00046542693062163033,0.00046542693062163033,other,0.00046542693062163033
scaled_volatility_ratio_10_20,-0.00043995825436560356,-0.00043995825436560356,other,0.00043995825436560356
scaled_ma_200_slope,-0.0003966928357956004,-0.0003966928357956004,ma,0.0003966928357956004
momentum_10d,-0.0003963002034884564,-0.0003963002034884564,other,0.0003963002034884564
log_return_5d,-0.0003869014042620955,-0.0003869014042620955,other,0.0003869014042620955
high,0.0003811495485631962,0.0003811495485631962,other,0.0003811495485631962
scaled_poly_macd volume_ma_10,0.00038111371040706893,0.00038111371040706893,ma,0.00038111371040706893
poly_macd^2,0.0003468847534729551,0.0003468847534729551,other,0.0003468847534729551
scaled_ma_200,0.00034144743463753656,0.00034144743463753656,ma,0.00034144743463753656
low,0.0003333806521190591,0.0003333806521190591,other,0.0003333806521190591
ma_50,-0.0003200430639067857,-0.0003200430639067857,ma,0.0003200430639067857
ma_10_slope,0.0002851829664155862,0.0002851829664155862,ma,0.0002851829664155862
scaled_volume,-0.0002617019791963869,-0.0002617019791963869,other,0.0002617019791963869
poly_return_1d rsi_14,-0.00024709144007506413,-0.00024709144007506413,other,0.00024709144007506413
poly_return_5d^2,-0.00024308058772311636,-0.00024308058772311636,other,0.00024308058772311636
open,-0.00024264552525363382,-0.00024264552525363382,other,0.00024264552525363382
ma_5,-0.0002416791130160634,-0.0002416791130160634,ma,0.0002416791130160634
volatility_ratio_20_50,-0.00023136004850860052,-0.00023136004850860052,other,0.00023136004850860052
scaled_lag_return_10d,-0.00019415737822171998,-0.00019415737822171998,other,0.00019415737822171998
poly_ma_20 macd,-0.00018686229199015318,-0.00018686229199015318,ma,0.00018686229199015318
poly_ma_10 macd,0.00017736845780425952,0.00017736845780425952,ma,0.00017736845780425952
volume_over_ma_20,0.00016536019854187392,0.00016536019854187392,ma,0.00016536019854187392
scaled_volume_ma_10,-0.00016383954061497603,-0.00016383954061497603,ma,0.00016383954061497603
scaled_volatility_ratio_20_50,0.000122627797038749,0.000122627797038749,other,0.000122627797038749
log_return_1d,-0.00011725018556876334,-0.00011725018556876334,other,0.00011725018556876334
scaled_poly_return_5d rsi_14,-0.00011085825383443045,-0.00011085825383443045,other,0.00011085825383443045
scaled_macd_signal,-9.981230735154123e-05,-9.981230735154123e-05,other,9.981230735154123e-05
scaled_poly_return_5d volatility_std_20d,-8.288243516554612e-05,-8.288243516554612e-05,other,8.288243516554612e-05
ma_100,6.663437092619511e-05,6.663437092619511e-05,ma,6.663437092619511e-05
scaled_poly_ma_10 rsi_14,4.215333738687e-05,4.215333738687e-05,ma,4.215333738687e-05
scaled_macd_hist,3.456833055571879e-05,3.456833055571879e-05,other,3.456833055571879e-05
ma_200_slope,-3.2981156537440726e-05,-3.2981156537440726e-05,ma,3.2981156537440726e-05
poly_ma_10 ma_20,3.2560379544794844e-05,3.2560379544794844e-05,ma,3.2560379544794844e-05
poly_ma_10^2,-2.2164591856821494e-05,-2.2164591856821494e-05,ma,2.2164591856821494e-05
