feature,raw,normalized,category,abs_norm
scaled_volatility_ratio_20_50,-4.4963635848145386e-05,-4.4963635848145386e-05,other,4.4963635848145386e-05
scaled_macd_hist,-4.486603330114182e-05,-4.486603330114182e-05,other,4.486603330114182e-05
log_return_5d,-4.444342292598484e-05,-4.444342292598484e-05,other,4.444342292598484e-05
price_over_ma_200,4.4415334164600146e-05,4.4415334164600146e-05,ma,4.4415334164600146e-05
scaled_log_return_3d,4.38608943914661e-05,4.38608943914661e-05,other,4.38608943914661e-05
scaled_poly_return_1d^2,-4.3582658379520854e-05,-4.3582658379520854e-05,other,4.3582658379520854e-05
scaled_lag_return_2d,-4.061489051962936e-05,-4.061489051962936e-05,other,4.061489051962936e-05
scaled_ma_10,3.989552221910745e-05,3.989552221910745e-05,ma,3.989552221910745e-05
scaled_lag_return_1d,-3.9256526498353905e-05,-3.9256526498353905e-05,other,3.9256526498353905e-05
scaled_lag_return_10d,-3.8784158006707524e-05,-3.8784158006707524e-05,other,3.8784158006707524e-05
scaled_poly_return_5d volatility_std_20d,3.82640216712679e-05,3.82640216712679e-05,other,3.82640216712679e-05
lag_return_1d,-3.825380499766231e-05,-3.825380499766231e-05,other,3.825380499766231e-05
scaled_poly_volume_ma_10^2,3.7717745673863556e-05,3.7717745673863556e-05,ma,3.7717745673863556e-05
scaled_stoch_d,-3.647468585870836e-05,-3.647468585870836e-05,other,3.647468585870836e-05
poly_rsi_14,3.49050395706146e-05,3.49050395706146e-05,other,3.49050395706146e-05
poly_ma_10 macd,-3.471760245131183e-05,-3.471760245131183e-05,ma,3.471760245131183e-05
scaled_volatility_std_50d,-3.4464998333580356e-05,-3.4464998333580356e-05,other,3.4464998333580356e-05
scaled_ma_100,-3.3613163290498986e-05,-3.3613163290498986e-05,ma,3.3613163290498986e-05
volatility_ratio_10_20,3.357715722905884e-05,3.357715722905884e-05,other,3.357715722905884e-05
scaled_price_over_ma_50,3.3143932220518266e-05,3.3143932220518266e-05,ma,3.3143932220518266e-05
scaled_poly_return_5d rsi_14,3.2846252825727026e-05,3.2846252825727026e-05,other,3.2846252825727026e-05
ma_5,3.238331454371576e-05,3.238331454371576e-05,ma,3.238331454371576e-05
poly_ma_10 rsi_14,3.186866768279298e-05,3.186866768279298e-05,ma,3.186866768279298e-05
poly_return_1d ma_10,-3.182392159505836e-05,-3.182392159505836e-05,ma,3.182392159505836e-05
poly_ma_20 rsi_14,-3.148085912064643e-05,-3.148085912064643e-05,ma,3.148085912064643e-05
price_over_ma_5,3.124762645795229e-05,3.124762645795229e-05,ma,3.124762645795229e-05
close,3.072153421897488e-05,3.072153421897488e-05,other,3.072153421897488e-05
scaled_atr_14,3.0449170110218422e-05,3.0449170110218422e-05,other,3.0449170110218422e-05
ma_10_slope,3.020813343270752e-05,3.020813343270752e-05,ma,3.020813343270752e-05
rolling_cum_return_10d,2.9731809935343623e-05,2.9731809935343623e-05,other,2.9731809935343623e-05
scaled_volume,2.9521263966746835e-05,2.9521263966746835e-05,other,2.9521263966746835e-05
scaled_return_2d,-2.8833141634789146e-05,-2.8833141634789146e-05,other,2.8833141634789146e-05
log_return_2d,2.8757043610246476e-05,2.8757043610246476e-05,other,2.8757043610246476e-05
volume_over_ma_5,2.809312988171375e-05,2.809312988171375e-05,ma,2.809312988171375e-05
return_1d,-2.7421173839948567e-05,-2.7421173839948567e-05,other,2.7421173839948567e-05
volume_over_ma_50,2.6867271777454107e-05,2.6867271777454107e-05,ma,2.6867271777454107e-05
poly_macd,2.6631106014821264e-05,2.6631106014821264e-05,other,2.6631106014821264e-05
scaled_poly_return_5d volume_ma_10,2.654162235360343e-05,2.654162235360343e-05,ma,2.654162235360343e-05
scaled_ma_100_slope,-2.6427454300523097e-05,-2.6427454300523097e-05,ma,2.6427454300523097e-05
scaled_poly_return_1d ma_20,2.6295925854426225e-05,2.6295925854426225e-05,ma,2.6295925854426225e-05
log_return_3d,-2.6125329882922073e-05,-2.6125329882922073e-05,other,2.6125329882922073e-05
scaled_log_return_10d,-2.5886429218731736e-05,-2.5886429218731736e-05,other,2.5886429218731736e-05
scaled_poly_ma_20 volatility_std_20d,2.548408537442334e-05,2.548408537442334e-05,ma,2.548408537442334e-05
log_return_1d,2.4962694136632006e-05,2.4962694136632006e-05,other,2.4962694136632006e-05
poly_ma_20 volatility_std_20d,2.4327476314231298e-05,2.4327476314231298e-05,ma,2.4327476314231298e-05
scaled_return_3d,2.4283895985076173e-05,2.4283895985076173e-05,other,2.4283895985076173e-05
scaled_rolling_cum_return_10d,-2.4166321021679337e-05,-2.4166321021679337e-05,other,2.4166321021679337e-05
poly_return_1d volatility_std_20d,-2.4043764625784726e-05,-2.4043764625784726e-05,other,2.4043764625784726e-05
scaled_volatility_ratio_10_20,-2.309900473275966e-05,-2.309900473275966e-05,other,2.309900473275966e-05
scaled_poly_rsi_14 volatility_std_20d,2.2853648251048337e-05,2.2853648251048337e-05,other,2.2853648251048337e-05
scaled_price_over_ma_10,-2.2720952751987743e-05,-2.2720952751987743e-05,ma,2.2720952751987743e-05
poly_return_5d volatility_std_20d,2.2613354824522874e-05,2.2613354824522874e-05,other,2.2613354824522874e-05
scaled_ma_50_slope,-2.1898965252021578e-05,-2.1898965252021578e-05,ma,2.1898965252021578e-05
macd_signal,2.1663986876336384e-05,2.1663986876336384e-05,other,2.1663986876336384e-05
scaled_poly_ma_20,2.1360121860033442e-05,2.1360121860033442e-05,ma,2.1360121860033442e-05
poly_macd^2,2.1202237467416476e-05,2.1202237467416476e-05,other,2.1202237467416476e-05
scaled_price_over_ma_200,2.0922047740745866e-05,2.0922047740745866e-05,ma,2.0922047740745866e-05
scaled_lag_return_5d,-2.0856913578121043e-05,-2.0856913578121043e-05,other,2.0856913578121043e-05
scaled_momentum_10d,-2.079548997166088e-05,-2.079548997166088e-05,other,2.079548997166088e-05
scaled_poly_return_1d volume_ma_10,-2.050942107946251e-05,-2.050942107946251e-05,ma,2.050942107946251e-05
ma_50_slope,-2.037765940093095e-05,-2.037765940093095e-05,ma,2.037765940093095e-05
volatility_std_50d,-2.015271937713438e-05,-2.015271937713438e-05,other,2.015271937713438e-05
poly_volatility_std_20d^2,1.9986018133006122e-05,1.9986018133006122e-05,other,1.9986018133006122e-05
scaled_poly_rsi_14,1.9772564453820205e-05,1.9772564453820205e-05,other,1.9772564453820205e-05
scaled_poly_rsi_14^2,-1.9759519539757544e-05,-1.9759519539757544e-05,other,1.9759519539757544e-05
lag_return_3d,-1.9751616418422705e-05,-1.9751616418422705e-05,other,1.9751616418422705e-05
scaled_volume_over_ma_10,-1.9627987500355186e-05,-1.9627987500355186e-05,ma,1.9627987500355186e-05
scaled_poly_ma_10 ma_20,1.957587374407938e-05,1.957587374407938e-05,ma,1.957587374407938e-05
poly_volatility_std_20d,1.9384816622544583e-05,1.9384816622544583e-05,other,1.9384816622544583e-05
scaled_poly_ma_10 rsi_14,1.8737157871836508e-05,1.8737157871836508e-05,ma,1.8737157871836508e-05
scaled_poly_volume_ma_10,1.8583841665230575e-05,1.8583841665230575e-05,ma,1.8583841665230575e-05
volume_over_ma_20,1.8191315539688764e-05,1.8191315539688764e-05,ma,1.8191315539688764e-05
scaled_poly_ma_20 rsi_14,-1.8187630721190113e-05,-1.8187630721190113e-05,ma,1.8187630721190113e-05
price_over_ma_20,1.8040342762398024e-05,1.8040342762398024e-05,ma,1.8040342762398024e-05
low,-1.800019317093702e-05,-1.800019317093702e-05,other,1.800019317093702e-05
scaled_poly_macd rsi_14,-1.7862925620531712e-05,-1.7862925620531712e-05,other,1.7862925620531712e-05
scaled_open,-1.7721719590866103e-05,-1.7721719590866103e-05,other,1.7721719590866103e-05
volatility_std_10d,1.749352950280609e-05,1.749352950280609e-05,other,1.749352950280609e-05
rolling_cum_return_5d,1.7488581606071578e-05,1.7488581606071578e-05,other,1.7488581606071578e-05
ma_200_slope,-1.7371689551868855e-05,-1.7371689551868855e-05,ma,1.7371689551868855e-05
scaled_volume_over_ma_5,-1.724837677978368e-05,-1.724837677978368e-05,ma,1.724837677978368e-05
scaled_macd_signal,1.7227094628003996e-05,1.7227094628003996e-05,other,1.7227094628003996e-05
scaled_poly_return_1d,1.7204231684880743e-05,1.7204231684880743e-05,other,1.7204231684880743e-05
poly_ma_20,-1.6730629733162074e-05,-1.6730629733162074e-05,ma,1.6730629733162074e-05
scaled_stoch_k,1.667508632221639e-05,1.667508632221639e-05,other,1.667508632221639e-05
poly_macd rsi_14,1.6402938585661682e-05,1.6402938585661682e-05,other,1.6402938585661682e-05
poly_rsi_14 volatility_std_20d,1.6377839513792785e-05,1.6377839513792785e-05,other,1.6377839513792785e-05
scaled_poly_ma_20^2,-1.6347618600337222e-05,-1.6347618600337222e-05,ma,1.6347618600337222e-05
poly_ma_10 volatility_std_20d,-1.6301886889492035e-05,-1.6301886889492035e-05,ma,1.6301886889492035e-05
scaled_return_5d,1.626299469928878e-05,1.626299469928878e-05,other,1.626299469928878e-05
scaled_poly_macd^2,-1.6229166953017515e-05,-1.6229166953017515e-05,other,1.6229166953017515e-05
scaled_poly_ma_10^2,-1.5653275051042544e-05,-1.5653275051042544e-05,ma,1.5653275051042544e-05
scaled_volume_ma_10,1.5344732569389282e-05,1.5344732569389282e-05,ma,1.5344732569389282e-05
poly_return_5d macd,-1.5335100521896557e-05,-1.5335100521896557e-05,other,1.5335100521896557e-05
scaled_price_over_ma_5,1.5035270669010679e-05,1.5035270669010679e-05,ma,1.5035270669010679e-05
poly_return_5d rsi_14,-1.4882473632993327e-05,-1.4882473632993327e-05,other,1.4882473632993327e-05
volatility_std_20d,-1.4763336854811993e-05,-1.4763336854811993e-05,other,1.4763336854811993e-05
stoch_d,-1.4704137947188242e-05,-1.4704137947188242e-05,other,1.4704137947188242e-05
scaled_log_return_1d,-1.4637652630638681e-05,-1.4637652630638681e-05,other,1.4637652630638681e-05
scaled_volume_ma_5,-1.4263932330320791e-05,-1.4263932330320791e-05,ma,1.4263932330320791e-05
stoch_k,-1.3740927806701336e-05,-1.3740927806701336e-05,other,1.3740927806701336e-05
price_over_ma_10,-1.3541929731835429e-05,-1.3541929731835429e-05,ma,1.3541929731835429e-05
scaled_poly_return_5d macd,1.3454529160281264e-05,1.3454529160281264e-05,other,1.3454529160281264e-05
poly_return_1d macd,1.290711354682745e-05,1.290711354682745e-05,other,1.290711354682745e-05
scaled_ma_5,-1.2690873559041762e-05,-1.2690873559041762e-05,ma,1.2690873559041762e-05
scaled_poly_ma_10 volatility_std_20d,1.2638776924933954e-05,1.2638776924933954e-05,ma,1.2638776924933954e-05
scaled_poly_macd,1.222226221991313e-05,1.222226221991313e-05,other,1.222226221991313e-05
scaled_poly_return_1d rsi_14,-1.2060090761313241e-05,-1.2060090761313241e-05,other,1.2060090761313241e-05
lag_return_2d,-1.1785556213769406e-05,-1.1785556213769406e-05,other,1.1785556213769406e-05
scaled_poly_return_1d ma_10,1.164688821770808e-05,1.164688821770808e-05,ma,1.164688821770808e-05
volume_over_ma_10,1.1558764136930782e-05,1.1558764136930782e-05,ma,1.1558764136930782e-05
scaled_volume_ma_20,1.1056011724320427e-05,1.1056011724320427e-05,ma,1.1056011724320427e-05
ma_100_slope,-1.0172079473045432e-05,-1.0172079473045432e-05,ma,1.0172079473045432e-05
price_over_ma_50,1.0132768235301458e-05,1.0132768235301458e-05,ma,1.0132768235301458e-05
volatility_ratio_20_50,-1.00490467096456e-05,-1.00490467096456e-05,other,1.00490467096456e-05
return_3d,9.981230990125324e-06,9.981230990125324e-06,other,9.981230990125324e-06
scaled_high,-9.920772796060104e-06,-9.920772796060104e-06,other,9.920772796060104e-06
macd_hist,-9.824151441979892e-06,-9.824151441979892e-06,other,9.824151441979892e-06
scaled_macd,-9.803691944548675e-06,-9.803691944548675e-06,other,9.803691944548675e-06
scaled_volume_ma_50,-9.79475989581916e-06,-9.79475989581916e-06,ma,9.79475989581916e-06
scaled_poly_ma_10,-9.41855288898754e-06,-9.41855288898754e-06,ma,9.41855288898754e-06
scaled_poly_ma_10 macd,9.354963489019825e-06,9.354963489019825e-06,ma,9.354963489019825e-06
scaled_ma_50,9.256931243582096e-06,9.256931243582096e-06,ma,9.256931243582096e-06
rolling_cum_return_20d,-8.992852644213244e-06,-8.992852644213244e-06,other,8.992852644213244e-06
return_10d,8.39509556225791e-06,8.39509556225791e-06,other,8.39509556225791e-06
poly_return_5d,-8.2315770387509e-06,-8.2315770387509e-06,other,8.2315770387509e-06
scaled_low,-8.19803762311127e-06,-8.19803762311127e-06,other,8.19803762311127e-06
ma_5_slope,8.111096747434292e-06,8.111096747434292e-06,ma,8.111096747434292e-06
scaled_poly_return_1d return_5d,8.026604661116577e-06,8.026604661116577e-06,other,8.026604661116577e-06
return_5d,-8.001310165460354e-06,-8.001310165460354e-06,other,8.001310165460354e-06
ma_20_slope,7.991431013717018e-06,7.991431013717018e-06,ma,7.991431013717018e-06
rsi_14,7.910206605674677e-06,7.910206605674677e-06,other,7.910206605674677e-06
scaled_poly_return_5d^2,7.611320893255881e-06,7.611320893255881e-06,other,7.611320893255881e-06
scaled_poly_return_5d ma_10,7.50297216436563e-06,7.50297216436563e-06,ma,7.50297216436563e-06
scaled_rolling_cum_return_5d,7.398783539252089e-06,7.398783539252089e-06,other,7.398783539252089e-06
price_over_ma_100,7.088701050287514e-06,7.088701050287514e-06,ma,7.088701050287514e-06
ma_100,7.034347559750121e-06,7.034347559750121e-06,ma,7.034347559750121e-06
poly_return_5d^2,6.979719421325034e-06,6.979719421325034e-06,other,6.979719421325034e-06
scaled_close,-6.975271458193221e-06,-6.975271458193221e-06,other,6.975271458193221e-06
scaled_poly_rsi_14 volume_ma_10,6.89746763744686e-06,6.89746763744686e-06,ma,6.89746763744686e-06
scaled_volume_over_ma_20,-6.831285638223015e-06,-6.831285638223015e-06,ma,6.831285638223015e-06
lag_return_5d,-6.541521707094332e-06,-6.541521707094332e-06,other,6.541521707094332e-06
poly_ma_20^2,6.523519304916921e-06,6.523519304916921e-06,ma,6.523519304916921e-06
poly_volume_ma_10,6.504714209108226e-06,6.504714209108226e-06,ma,6.504714209108226e-06
volume_ma_10,-6.504704876110656e-06,-6.504704876110656e-06,ma,6.504704876110656e-06
scaled_poly_macd volume_ma_10,6.40628032866493e-06,6.40628032866493e-06,ma,6.40628032866493e-06
scaled_log_return_2d,-6.090950046892965e-06,-6.090950046892965e-06,other,6.090950046892965e-06
lag_return_10d,-6.0031820834469936e-06,-6.0031820834469936e-06,other,6.0031820834469936e-06
scaled_ma_20,-5.7118364396372405e-06,-5.7118364396372405e-06,ma,5.7118364396372405e-06
atr_14,5.438220741964957e-06,5.438220741964957e-06,other,5.438220741964957e-06
scaled_poly_ma_20 macd,5.403613153079574e-06,5.403613153079574e-06,ma,5.403613153079574e-06
scaled_ma_200,5.399151463645624e-06,5.399151463645624e-06,ma,5.399151463645624e-06
poly_ma_10,-5.274709799289463e-06,-5.274709799289463e-06,ma,5.274709799289463e-06
scaled_ma_10_slope,5.2662478301282016e-06,5.2662478301282016e-06,ma,5.2662478301282016e-06
poly_return_1d^2,5.208811756679656e-06,5.208811756679656e-06,other,5.208811756679656e-06
scaled_poly_ma_20 volume_ma_10,-5.053424343128338e-06,-5.053424343128338e-06,ma,5.053424343128338e-06
scaled_ma_20_slope,5.035951439896669e-06,5.035951439896669e-06,ma,5.035951439896669e-06
scaled_poly_volatility_std_20d volume_ma_10,4.940186464289688e-06,4.940186464289688e-06,ma,4.940186464289688e-06
poly_return_1d return_5d,-4.609460066359452e-06,-4.609460066359452e-06,other,4.609460066359452e-06
return_1w,4.462296387422852e-06,4.462296387422852e-06,other,4.462296387422852e-06
poly_return_1d ma_20,-4.445976077839245e-06,-4.445976077839245e-06,ma,4.445976077839245e-06
scaled_momentum_20d,-4.179651225302646e-06,-4.179651225302646e-06,other,4.179651225302646e-06
log_return_10d,4.030778534369941e-06,4.030778534369941e-06,other,4.030778534369941e-06
scaled_return_1d,3.681264321352136e-06,3.681264321352136e-06,other,3.681264321352136e-06
poly_return_5d ma_10,-3.67047640538888e-06,-3.67047640538888e-06,ma,3.67047640538888e-06
poly_return_5d ma_20,3.1583379507432893e-06,3.1583379507432893e-06,ma,3.1583379507432893e-06
momentum_5d,3.093519852822419e-06,3.093519852822419e-06,other,3.093519852822419e-06
scaled_volume_over_ma_50,2.7446488616182774e-06,2.7446488616182774e-06,ma,2.7446488616182774e-06
macd,2.3854442733646198e-06,2.3854442733646198e-06,other,2.3854442733646198e-06
scaled_price_over_ma_20,2.3570688214248147e-06,2.3570688214248147e-06,ma,2.3570688214248147e-06
scaled_poly_return_1d macd,-2.279093548191845e-06,-2.279093548191845e-06,other,2.279093548191845e-06
scaled_ma_5_slope,2.1933667020451767e-06,2.1933667020451767e-06,ma,2.1933667020451767e-06
poly_macd volatility_std_20d,-2.175573938403826e-06,-2.175573938403826e-06,other,2.175573938403826e-06
scaled_poly_return_5d ma_20,2.1168536736333663e-06,2.1168536736333663e-06,ma,2.1168536736333663e-06
scaled_obv,2.1116285947127194e-06,2.1116285947127194e-06,other,2.1116285947127194e-06
ma_50,-2.0026607707161156e-06,-2.0026607707161156e-06,ma,2.0026607707161156e-06
high,-1.982765168764878e-06,-1.982765168764878e-06,other,1.982765168764878e-06
momentum_20d,-1.67523493433033e-06,-1.67523493433033e-06,other,1.67523493433033e-06
scaled_poly_macd volatility_std_20d,1.4194378102891235e-06,1.4194378102891235e-06,other,1.4194378102891235e-06
poly_return_1d,1.1138283639602708e-06,1.1138283639602708e-06,other,1.1138283639602708e-06
poly_rsi_14^2,-1.0529347136088188e-06,-1.0529347136088188e-06,other,1.0529347136088188e-06
scaled_momentum_5d,-9.570084550189303e-07,-9.570084550189303e-07,other,9.570084550189303e-07
scaled_poly_ma_10 volume_ma_10,8.046597638767327e-07,8.046597638767327e-07,ma,8.046597638767327e-07
return_2d,-5.564718197833602e-07,-5.564718197833602e-07,other,5.564718197833602e-07
poly_volatility_std_20d volume_ma_10,-4.856329607290512e-10,-4.856329607290512e-10,ma,4.856329607290512e-10
volume_ma_20,6.044432613964671e-11,6.044432613964671e-11,ma,6.044432613964671e-11
volume_ma_50,-3.593126785398572e-11,-3.593126785398572e-11,ma,3.593126785398572e-11
volume_ma_5,-7.403795159545532e-12,-7.403795159545532e-12,ma,7.403795159545532e-12
poly_return_1d volume_ma_10,-4.902154316436547e-12,-4.902154316436547e-12,ma,4.902154316436547e-12
volume,2.6611004758952198e-12,2.6611004758952198e-12,other,2.6611004758952198e-12
poly_ma_10 volume_ma_10,-2.342231980450726e-12,-2.342231980450726e-12,ma,2.342231980450726e-12
poly_return_5d volume_ma_10,-2.120268071817832e-12,-2.120268071817832e-12,ma,2.120268071817832e-12
poly_macd volume_ma_10,1.5820888005714945e-12,1.5820888005714945e-12,ma,1.5820888005714945e-12
poly_ma_20 volume_ma_10,5.814495338054736e-13,5.814495338054736e-13,ma,5.814495338054736e-13
poly_rsi_14 volume_ma_10,8.06247109235864e-14,8.06247109235864e-14,ma,8.06247109235864e-14
obv,2.8300340766512014e-14,2.8300340766512014e-14,other,2.8300340766512014e-14
poly_volume_ma_10^2,-1.5738877993165018e-20,-1.5738877993165018e-20,ma,1.5738877993165018e-20
