feature,mean_shift
poly_return_1d ma_10,0.012623673152485415
scaled_lag_return_3d,0.012622486327166605
scaled_return_5d,0.012383852281637422
scaled_poly_return_1d volume_ma_10,0.012104166043554956
scaled_return_10d,0.012029516056194123
scaled_return_3d,0.010241127690010458
scaled_lag_return_2d,0.009679095939136306
price_over_ma_50,0.007276388348790519
scaled_poly_return_1d volatility_std_20d,0.006935459758023121
scaled_poly_return_5d volume_ma_10,0.005731871581344861
volatility_std_50d,0.004959675527864891
volume_over_ma_5,0.004719072939762148
scaled_lag_return_1d,0.004583046347348737
poly_volatility_std_20d,0.004321006538906871
volatility_std_20d,0.004321006538906871
scaled_return_2d,0.0037262310366209077
volatility_std_10d,0.0036782707653000204
poly_return_1d macd,0.001983880060415992
poly_return_5d^2,0.0012373300862706374
scaled_price_over_ma_10,0.00105765770923099
scaled_volume_over_ma_20,0.0009296962007820687
lag_return_10d,0.0008812219406454814
scaled_price_over_ma_5,0.000873041460464144
scaled_rolling_cum_return_20d,0.0007879670170800324
scaled_price_over_ma_20,0.000784435014208211
return_10d,0.0006588097091815865
rolling_cum_return_10d,0.0006588097091815553
scaled_volume_over_ma_10,0.0005268955583317796
scaled_return_1d,0.000520742623871041
lag_return_5d,0.0005201468777614798
return_5d,0.0004990710886947775
return_1w,0.0004990710886947775
poly_return_5d,0.0004990710886947775
rolling_cum_return_5d,0.0004990710886947575
lag_return_3d,0.0004023055444624217
volume_over_ma_20,0.00033441643894560613
return_3d,0.00032589992269262255
lag_return_2d,0.00025108049395504016
poly_volatility_std_20d^2,0.00023281835760870307
poly_return_1d^2,0.0002241584262956447
poly_return_1d return_5d,0.00018042928516968037
volume_over_ma_10,0.0001632935884567921
log_return_5d,0.0001449639834007273
log_return_2d,0.00012749740228609947
log_return_10d,0.00012524293634979915
log_return_1d,0.00010042555615976637
return_2d,9.65435655800595e-05
lag_return_1d,8.329184846838267e-05
log_return_3d,7.478790922967092e-05
rolling_cum_return_20d,5.7150734994466934e-05
price_over_ma_20,3.211147978832152e-05
price_over_ma_10,3.1309711691962505e-05
price_over_ma_5,1.7466044727632024e-05
poly_return_5d volatility_std_20d,1.4915431112566763e-05
return_1d,9.461433135181472e-06
poly_return_1d,9.461433135181472e-06
poly_return_1d volatility_std_20d,3.2108577866208523e-06
